# derived from http://www.medo.jp/anatomy_la.htm
# 0.rb によつて CSV にした．

recessus cochlearis,蝸牛陥凹,cochlear recess
recessus costodiaphragmaticus,肋骨横隔洞,costodiaphragmatic recess
recessus costomediastinalis,肋骨縦隔洞,costomediastinal recess
recessus duodenalis inferior,下十二指腸陥凹,inferior duodenal fossa
recessus duodenalis superior,上十二指腸陥凹,superior duodenal fossa
recessus epitympanicus,鼓室上陥凹,epitympanic recess
recessus frontalis,前頭陥凹,frontal recess
recessus hepatorenalis,肝腎陥凹,hepatorenal recess
recessus ileocaecalis inferior,下回盲陥凹,inferior ileocaecal recess
recessus ileocaecalis superior,上回盲陥凹,superior ileocaecal recess
recessus inferior,下陥凹,inferior recess
recessus intersigmoideus,Ｓ状結腸間陥凹,intersigmoid recess
recessus lienalis,脾陥凹,splenic recess
recessus opticus,視交叉陥凹,--
recessus paraduodenalis,十二指腸傍陥凹,paraduodenal recess
recessus pharyngeus,咽頭陥凹,pharyngeal recess
recessus pinealis,松果体陥凹,pineal recess
recessus piriformis,梨状陥凹,piriform recess//piriform fossa
recessus pleurales,胸膜洞,--
recessus posterior,後鼓膜陥凹,posterior recess
recessus retrocaecalis,盲腸後陥凹,retrocaecal recess
recessus saccularis,卵形嚢陥凹,recessus sphericus[L]
recessus sphericus,卵形嚢陥凹,recessus saccularis[L]
recessus subpopliteus,膝窩筋下陥凹,subpopliteal recess 
recessus supraopticus,視索上陥凹,supraoptic recess
recessus suprapinealis,松果体上陥凹,suprapineal recess
recessus superior,上陥凹,superior recess
recessus sacciformis,嚢状陥凹,sacciform recess
recessus splenicus,脾陥凹,splenic recess
recessus subhepaticus,肝下陥凹,subhepatic space
recessus subphrenicus,横隔下陥凹,subphrenic space
recessus subpopliteus,膝窩筋下陥凹,subpopliteal recess
recessus supraopticus,視索上陥凹,supra-optic recess
recessus suprapinealis,松果体上陥凹,suprapineal recess
recessus vertebromediastinalis,椎骨縦隔洞,vertebromediastinal recess
regio,部,region
regio analis,肛門部,anal region
regio antebrachialis,前腕部,antebrachial region
regio antebrachii anterior,前前腕部,anterior region of forearm
regio antebrachii posterior//regio antebrachialis posterior,後前腕部,posterior region of forearm
regio auricularis,耳介部,auricular region
regio brachialis,上腕部,brachial region
regio brachii posterior//regio brachialis posterior,後上腕部,posterior region of arm
regio buccalis,頬部,buccal region
regio calcanea,踵部,heel region
regio carpalis,手根部,carpal region
regio carpalis posterior,後手根部,posterior region of wrist
regio cervicalis anterior,前頚部,anterior cervical region〈＝前頚三角〉
regio coxae,寛骨部,hip region
regio cruris,下腿部,leg region
regio cruris anterior,前下腿部,anterior region of leg
regio cruris posterior,後下腿部,posterior region of leg
regio cubitalis,肘部,cubital region
regio cubitalis anterior,前肘部,anterior cubital region†
regio cubitalis posterior,後肘部,posterior cubital region†
regio deltoidea,三角筋部,deltoid region
regio dorsalis manus,手背部,dorsum of hand
regio dorsalis pedis,足背部,dorsal region of foot
regio epigastrica,上胃部,epigastrium[L]
regiones faciales,顔の部位,facial region
regio femoris,大腿部,femoral region
regio femoris anterior,前大腿部,anterior region of thigh
regio femoris posterior,後大腿部,posterior region of thigh
regio frontalis,前頭部,frontal region
regio genu anterior,前膝部,anterior region of knee
regio genu posterior,後膝部,posterior region of knee
regio glutealis,殿部,gluteal region
regio infrascapularis,肩甲下部,infrascapular region
regio inguinalis,鼠径部,inguen[L]
regio lateralis,側腹部,latus[L]
regio mammaria,乳房部,mammary region
regio manus,手部,hand region
regio mastoidea,乳様突起部,mastoid region
regio metacarpalis,中手部,metacarpal region
regio mentalis,オトガイ部,mental region
regio metatarsalis,中足部,metatarsal region
regio nasalis,鼻部,nasal region
regio occipitalis,後頭部,occipital region
regio oralis,口部,oral region
regio orbitalis,眼窩部,orbital region
regio palmaris,手掌部,vola[L]
regio pectoralis,胸筋部,pectoral region
regio pedis,足部,foot region
regio perinealis,会陰の部位,perineal region
regio plantaris,足底部,plantar region
regio pubica,恥骨部,pubic region
regio scapularis,肩甲部,scapular region
regio talocruralis anterior,前距腿部,anterior ankle region
regio tarsalis,足跟部,ankle region
regio temporalis,側頭部,temporal region
regio urogenitalis,尿生殖部,urogenital region
regio vertebralis,脊柱部,vertebral region
regio zygomatica,頬骨部,zygomatic region
rete,網,network//anastomosis
rete acromiale,肩峰動脈網,acromial anastomosis
rete arteriosum,動脈網,arterial rete
rete articulare cubiti,肘関節動脈網,cubital anastomosis
rete articulare genus,膝関節動脈網,genicular anastomosis
rete calcaneum,踵骨動脈網,calcaneal anastomosis
rete carpale dorsale,背側手根動脈網,dorsal carpal arch
rete mirabile,怪網,rete mirabile[E][L]【怪網】
rete patellae,膝蓋動脈網,patellar anastomosis
rete testis,精巣網,rete testis[E][L]【精巣網】
rete venosum,静脈網,venous plexus
rete venosum dorsale manus,手背静脈網,dorsal venous network of hand 
rete venosum dorsale pedis,足背静脈網,--
rete venosum plantare,足底静脈網,--
retina,網膜,retina[E][L]【網膜】
retinaculum,支帯,retinaculum
retinaculum caudale,尾骨支帯,retinaculum caudale
retinacula cutis,皮膚支帯,skin ligament
retinaculum cutis mammae,乳房提靭帯,suspensory retinaculum of breast
retinaculum musculorum fibularium inferius,下腓骨筋支帯,retinaculum musculorum peroneorum inferius[L]
retinaculum musculorum peroneorum inferius,下腓骨筋支帯,retinaculum musculorum fibularium inferius[L]
retinaculum patellae laterale,外側膝蓋支帯,lateral patellar retinaculum
retinaculum patellae mediale,内側膝蓋支帯,medial patellar retinaculum
retinacula unguis,爪支帯,retinacula unguis[E][L][pl]【爪支帯】
rhombencephalon,菱脳,hindbrain
rima,裂,fissure
rima glottidis,声門裂,rima glottidis
rima oris,口裂,oral opening
rima palpebrarum,眼瞼裂,palpebral fissure
rima pudendi,陰裂,pudendal fissure†
rima vestibuli,前庭裂,rima vestibuli
rima vocalis,声門裂,rima vocalis
rivus lacrimalis,涙河,lacrimal river
rostrum,吻,--
rostrum corporis callosi,脳梁吻,rostrum of corpus callosum
rostrum sphenoidale,蝶形骨吻,--
rugae palatinae,横口蓋ヒダ(襞),plicae palatinae transversae[L][pl]
,,
,,
sacculus,小嚢,saccule
sacculi alveolares,肺胞嚢,air sac
saccus endolymphaticus,内リンパ嚢,endolymphatic sac
sacculus laryngis,喉頭小嚢,laryngeal saccule
saccus,嚢,pl sacci
saccus conjunctivae,結膜嚢,conjunctival sac
saccus endolymphaticus,内リンパ嚢,endolymphatic sac
saccus lacrimalis,涙嚢,lacrimal sac
saccus profundus perinei,深会陰隙,spattium profundum perinei[L]
saccus subcutaneus perinei,会陰皮下嚢,subcutaneous perineal pouch
sanguis,血|血液,blood
scapula,肩甲骨,shoulder blade
scapus pili,毛幹,hair shaft
scala,階,--
scala tympani,鼓室階,tympanic scala†
scala vestibuli,前庭階,vestibular scala
sclera,強膜,sclera[E][L]【強膜】
scrotum,陰嚢,scrotum[E][L]【陰嚢】
segmentum anterius,眼球前区∥前区,anterior segment
segmentum posterius,眼球後区∥後区域,posterior segment
segmenta renalia,腎区域,renal segment
segmentatio hepatis,肝区域,hepatic segmentation
sella turcica,トルコ鞍,Turkish saddle†
semicanalis musculi tensoris tympani,鼓膜張筋半管,canal for tensor tympani 
semicanalis tubae auditivae/*semicanalis tubae auditoriae,耳管半管,canal for auditory tube
septulum,中隔,septulum[E][L]【中隔】/pl septula/
septula testis,精巣中隔,--
septum,中隔,[E][L]〈複 septa〉
septum atrioventriculare,房室中隔,atrioventricular septum
septum canalis musculotubarii,筋耳管管中隔,septum of musculotubal canal
septum corporum cavernosorum,陰核海綿体中隔,septum of corpora cavernosa〈単 corpus cavernosum〉
septum femorale,大腿輪中隔,femoral septum
septum glandis,亀頭中隔,septum of glans penis
septa interalveolaria,槽間中隔,interalveolar septum〈単 septum interalveolare〉
septum interatriale,心房中隔,interatrial septum
septum intermusculare brachii laterale,外側上腕筋間中隔,lateral intermuscular septum of arm
septum intermusculare brachii mediale,内側上腕筋間中隔,medial intermuscular septum of arm
septum intermusculare femoris laterale,外側大腿筋間中隔,lateral femoral intermuscular septum
septum intermusculare femoris mediale,内側大腿筋間中隔,medial femoral intermuscular septum
septa interradicularia,根間中隔,interradicular septum
septum interventriculare,心室中隔,interventricular septum
septum linguae,舌中隔,lingual septum
septum medianum posterius,後正中中隔,dorsal median septum
septum nasi,鼻中隔,nasal septum
septum nasi osseum,骨鼻中隔,bony nasal septum
septum pellucidum,透明中隔,septum pellucidum
septum penis,陰茎中隔,septum of penis†
septum rectovaginale,直腸膣中隔,rectovaginal septum
septum rectovesicale,直腸膀胱中隔,rectovesical septum
septum scroti,陰嚢中隔,scrotal septum
septum sinuum frontalium,前頭洞中隔,septum of frontal sinus
septum sinuum sphenoidalium,蝶形骨洞中隔,septum of sphenoid sinus
sinus,洞,sinus
sinus anales,肛門洞,[pl]|anal sinus
sinus aortae,大動脈洞,aortic sinus
sinus caroticus,頚動脈洞,carotid sinus
sinus cavernosus,海綿静脈洞,cavernous sinus
sinus coronarius,冠状静脈洞,coronary sinus
sinus durae matris,硬膜静脈洞,cranial sinus
sinus epididymis,精巣上体洞,sinus of epididymis
sinus ethmoidales,篩骨洞,ethmoidal sinus
sinus frontalis,前頭洞,frontal sinus
sinus intercavernosi,海綿間静脈洞,intercavernous sinus
sinus intercavernous anterior,前海綿間静脈洞,anterior intercavernous sinus
sinus lactiferi,乳管洞,lactiferous sinus
sinus lienis,脾洞,splenic sinus
sinus marginalis,縁洞,marginal sinus
sinus maxillaris,上顎洞,maxillary sinus
sinus obliquus pericardii,心膜斜洞,pericardial oblique sinus
sinus occipitalis,後頭静脈洞,occipital sinus
sinus paranasales,副鼻腔,paranasal sinus
sinus petrosquamosus,側頭錐体鱗部静脈洞,petrosquamous sinus
sinus petrosus inferior,下錐体静脈洞,inferior petrosal sinus
sinus petrosus superior,上錐体静脈洞,superior petrosal sinus
sinus posterior,後洞,posterior sinus
sinus prostaticus,前立腺洞,prostatic sinus
sinus rectus,直静脈洞,straight sinus
sinus renalis,腎洞,renal sinus
sinus sagittalis inferior,下矢状静脈洞,inferior sagittal sinus 
sinus sagittalis superior,上矢状静脈洞,superior sagittal sinus
sinus sigmoideus,Ｓ状静脈洞,sigmoid sinus
sinus sphenoidalis,蝶形骨洞,sphenoidal sinus
sinus sphenoparietalis,蝶形頭頂静脈洞|蝶形骨頭頂静脈洞,sphenoparietal sinus
sinus tarsi,足根洞,tarsal sinus
sinus tonsillaris,扁桃洞,tonsillar sinus
sinus transversus,横静脈洞,transverse sinus
sinus transversus pericardii,心膜横洞,transverse pericardial sinus
sinus trunci pulmonalis,肺動脈洞,pulmonary trunk sinus†
sinus tympani,鼓室洞,tympanic sinus†
sinus unguis,爪洞,nail sinus
sinus urogenitalis,尿生殖洞,urogenital sinus
sinus venarum cavarum,大静脈洞,sinus of vena cava
sinus venosus,静脈洞,venous sinus
sinus venosus sclerae,強膜静脈洞,venous sinus of sclera
skeleton thoracis,胸郭,thoracic skeleton
spatium,間隙,space
spatia anguli iridocornealis,虹彩角膜角隙,space of iridocorneal angle
spatium epidurale,硬膜上腔,epidural space
spatium episclerale,強膜外隙,episcleral space
spatium extradurale,硬膜上腔,spatium epidurale
spatium extraperitoneale,腹膜外隙,extraperitoneal space
spatia interossea metacarpi,中手骨間隙,interosseous metacarpal space
spatia interossea metatarsi,中足骨間隙,intermetatarsal space
spatium intervaginale subarachnoidale,鞘間隙,subarachnoid space
spatium leptomeningeum,鞘間隙,leptomeningeal space
spatium perichoroideum,脈絡外隙,perichoroidal space
spatium peridurale,硬膜上腔,epidural space
spatium profundum perinei,深会陰隙,saccus profundus perinei[L]
spatium retroperitoneale,腹膜後隙,retroperitoneal space
spatium retropubicum,恥骨後壁,retropubic space
spatium retrozonulare,小帯後隙,retrozonular space
spatium superficiale perinei,浅会陰隙,superficial perineal compartment
spatium suprasternale,胸骨上隙,suprasternal space
spina,棘,spine
spina geni superior,上オトガイ棘,spina mentalis superior[L]
spina helicis,耳輪棘,spine of helix
spina iliaca anterior inferior,下前腸骨棘,anterior inferior iliac spine
spina iliaca anterior superior,上前腸骨棘,anterior superior iliac spine
spina iliaca posterior inferior,下後腸骨棘,posterior inferior iliac spine
spina iliaca posterior superior,上後腸骨棘,posterior superior iliac spine
spina ischiadica,坐骨棘,ischiatic spine†
spina mentalis,オトガイ棘,mental spine
spina mentalis inferior,下オトガイ棘,spina geni inferior[L]
spina mentalis superior,上オトガイ棘,spina geni superior[L]
spina nasalis,鼻棘,nasal spine
spina nasalis anterior,前鼻棘,anterior nasal spine
spina nasalis posterior,後鼻棘,posterior nasal spine
spina ossis sphenoidalis,蝶形骨棘,spine of sphenoid bone
spinae palatinae,口蓋棘,--
spina scapulae,肩甲棘,scapular spine
spina suprameatica//spina suprameatalis,道上棘,suprameatal spine
spina trochlearis,滑車棘,trochlear spine
spina tympanica major,大鼓室棘,greater tympanic spine
spina tympanica minor,小鼓室棘,lesser tympanic spine
splen accessorius,副脾,accessory spleen
splenium corporis callosi,脳梁膨大,splenium of corpus callosum
squama,鱗,squama
squama frontalis,前頭鱗,frontal squama
squama occipitalis,後頭鱗,occipital squama
stapes,あぶみ骨,--
sternum,胸骨,sternum
stratum,層,layer
stratum basale,基底層,basal layer
stratum corneum,角質層,keratinized layer
stratum corneum unguis,爪角質層,--
stratum externum longitudinale,外縦筋層,external longitudinal layer
stratum fibrosum,線維層,fibrous layer
stratum granulosum,顆粒層,granular layer
stratum internum longitudinale,内縦筋層,internal longitudinal layer
stratum lucidum,淡明層,stratum lucidum
stratum membranosum,膜様層,membranous layer
stratum oriens,上行層∥上昇層,oriens layer
stratum papillare,乳頭層,--
stratum pigmentosum,色素上皮層、上皮層,pigmented layer
stratum pigmentosum retinae,網膜色素上皮層,pigmented layer of retina
stratum radiatum,放線層、放線状層,radiate layer
stratum reticulare,網状層,reticular layer
stratum spinosum,有棘層,spinous layer
stratum spongiosum endometrii,子宮内膜海綿層,spongy layer of endometrium
stria cochlearis intermedia,中間聴条,intermediate acoustic stria
stria cochlearis posterior,背側聴条,dorsal acoustic stria
stria externa,外帯,outer stripe
stria longitudinalis medialis,内側縦条,medial longitudinal stria
stria longitudinalis lateralis,外側縦条,lateral longitudinal stria
stria mallearis,ツチ骨条,malleolar stria
stria medullaris thalami,視床髄条,stria medullaris thalami
striae medullares ventriculi quarti,第四脳室髄条,medullary striae of fourth ventricle[pl]
stria vascularis,血管条,stria vascularis
striatum ventrale,腹側線条体,ventral striatum〈＝corpus striatum ventrale〉
stroma,支質,stroma
stroma iridis,虹彩支質,stroma of iris
stroma ovarii,卵巣支質,ovary stroma
stroma vitreum,硝子体支質,vitreous stroma
structurae oculi accessoriae,副眼器,accessory visual structure
subiculum promotorii,岬角支脚,subiculum of promotory 
substantia,質,matter
substantia alba,白質,white matter
substantia grisea,灰白質,gray matter
substantia intermedia centralis,中間質中間部,central intermediate substance
substantia lentis,水晶体質,lens substance
substantia nigra,黒質,substantia nigra
substantia propria sclerae,強膜固有質,substantia propria sclerae[L]【強膜固有質】〈英名なし〉
sulcus,溝,groove
sulcus ampullaris,膨大部溝,ampullary groove
sulcus anterolateralis,前外側溝,ventrolateral sulcus
sulcus arteriae meningeae mediae,中硬膜動脈溝,groove for middle meningeal artery
sulcus arteriae occipitalis,後頭動脈溝,occipital groove
sulcus arteriae subclaviae,鎖骨下動脈溝,groove for subclavian artery
sulcus arteriae temporalis mediae,中側頭動脈溝,groove for middle temporal artery
sulcus arteriae vertebralis,椎骨動脈溝,groove for vertebral artery
sulcus bicipitalis lateralis,外側二頭筋溝,lateral bicipital groove
sulcus bicipitalis medialis,内側二頭筋溝,medial bicipital groove
sulcus bicipitalis radialis,外側二頭筋溝,lateral bicipital groove
sulcus bicipitalis ulnaris,内側二頭筋溝,medial bicipital groove
sulcus basilaris,脳底溝,basilar sulcus
sulcus calcanei,踵骨溝,calcaneal sulcus
sulcus caroticus,頚動脈溝,carotid sulcus
sulcus carpi,手根溝,carpal groove
sulci cerebri,大脳溝,cerebral sulcus
sulcus chiasmatis,視神経交叉溝、交叉溝,chiasmatic sulcus//chiasmatic groove†
sulcus cinguli,帯状溝,cingulate sulcus
sulcus collareralis,側副溝,collareral sulcus
sulcus coronarius,冠状溝,coronary sulcus
sulcus corporis callosi,脳梁溝,sulcus of corpus callosum
sulcus costae,肋骨溝,costal groove
sulcus ethmoidalis,篩骨神経溝,ethmoidal groove
sulcus fimbriodentatus,采歯状回溝,fimbriodentate sulcus
sulcus frontalis,前頭溝,frontal sulcus
sulcus frontalis inferior,下前頭溝,inferior frontal sulcus
sulcus postcentralis,中心後溝,postcentral sulcus
sulcus posterolateralis,後外側溝,posterolateral sulcus//dorsolateral sulcus
sulcus precentralis,中心前溝,precentral sulcus
sulcus glutealis,殿溝,gluteal sulcus
sulcus hamului pterygoidei,翼突鈎溝,groove of pterygoid hamulus
sulcus hypothalamicus,視床下溝,hypothalamic sulcus
sulci interlobares,葉間溝,interlobar sulcus
sulcus infraorbitalis,眼窩下溝,infraorbital sulcus
sulcus intermammarius,乳房間溝,intermammary cleft
sulcus intermedius posterior,後中間溝,dorsal intermediate sulcus
sulcus interventricularis anterior,前室間溝,anterior interventricular groove 
sulcus interventricularis posterior,後室間溝,posterior interventricular groove
sulcus intraparietalis,頭頂内溝,intraparietal sulcus
sulcus limitans,境界溝,limiting sulcus 
sulcus lunatus,月状溝,lunate sulcus
sulcus malleolaris,外果溝,malleolar groove
sulcus marginalis,縁溝,marginal sulcus
sulcus matricis unguis,爪床小溝,nail groove
sulcus medianus,正中溝,median sulcus
sulcus medianus linguae,舌正中溝,median sulcus of tongue
sulcus medianus posterior,後正中溝,dorsal median sulcus
sulcus medullopontinus,延髄橋溝,medullopontine sulcus
sulcus mentolabialis,オトガイ唇溝,mentolabial sulcus
sulcus musculi subclavii,鎖骨下筋溝,groove for subclavius
sulcus mylohyoideus,顎舌骨筋神経溝,mylohyoid groove
sulcus nasolabialis,鼻唇溝,nasolabial sulcus
sulcus nervi petrosi majoris,大錐体神経溝,groove for greater petrosal nerve
sulcus neuralis,神経溝,--
sulcus obturatorius,閉鎖溝,obturator groove
sulcus occipitalis transversus,横後頭溝,transverse occipital sulcus
sulcus occipitotemporalis,後頭側頭溝,occipitotemporal sulcus
sulci palatini,口蓋溝,palatine groove
sulcus palatinus major,大口蓋溝,greater palatine groove
sulcus palatovaginalis,口蓋骨鞘突溝,palatovaginal groove
sulcus parieto-occipitalis,頭頂後頭溝,parieto-occipital sulcus
sulcus popliteus,膝窩筋溝,groove for popliteus
sulcus postcentralis,中心後溝,postcentral sulcus
sulcus posterior auriculae,後耳介溝,posterior auricularis groove
sulcus posterolateralis,後外側溝,dorsolateral sulcus
sulcus precentralis,中心前溝,precentral sulcus
sulcus prechiasmaticus,前視交叉溝,prechiasmatic sulcus
sulcus promotorii,岬角溝,groove of promotory
sulcus sclerae,強膜溝,scleral sulcus†
sulcus sinus marginalis,辺縁洞溝,groove for marginal sinus
sulcus sinus occipitalis,後頭洞溝,groove for occipital sinus 
sulcus sinus petrosi inferior,下椎体洞溝,groove for inferior petrosal sinus
sulcus sinus sagittalis superioris,上矢状洞溝,groove for superior sagittal sinus
sulcus sinus sigmoidei,Ｓ状洞溝,groove for sigmoid sinus
sulcus sinus transversi,横洞溝,groove for transverse sinus
sulcus spiralis externus,外ラセン溝,outer spiral sulcus
sulcus spiralis internus,内ラセン溝,inner spiral sulcus
sulcus supraacetabularis,寛骨臼上溝,supra-acetabular groove
sulcus tali,距骨溝,sulcus tali
sulcus temporalis superior,上側頭溝,superior temporal sulcus
sulcus tendinis musculi flexoris hallucis longus,長母趾屈筋腱溝,groove for tendon of flexor hallucis longus
sulci tendinum musculorum extensorum,伸筋腱溝,groove for extensor muscle tendons
sulcus terminalis,分界溝,terminal sulcus
sulcus terminalis cordis,分界溝,terminal sulcus of heart
sulcus terminalis linguae,分界溝,terminal sulcus of tongue
sulcus tympanicus,鼓膜溝,tympanic sulcus
sulcus venae cavae,大静脈溝,groove for vena cava
sulcus venae subclaviae,鎖骨下静脈溝,groove for subclavian vein
sulcus vomeris,鋤骨溝,vomerine sulcus
sustentaculum tali,載距突起,talar shelf
sutura,縫合,suture
sutura coronalis,冠状縫合,coronal suture 
sutura dentata,歯状縫合,dentate suture
sutura ethmoidolacrimalis,篩骨涙骨縫合,ethmoidolacrimal suture
sutura ethmoidomaxillaris,篩骨上顎縫合,ethmoidomaxillary suture 
sutura frontalis,前頭縫合,frontal suture
sutura frontoethmoidalis,前頭篩骨縫合,frontoethmoidal suture
sutura frontolacrimalis,前頭涙骨縫合,frontolacrimal suture
sutura frontonasalis,前頭鼻骨縫合,frontonasal suture
sutura frontozygomatica,前頭頬骨縫合,frontozygomatic suture
sutura infraorbitalis,眼窩下縫合,infraorbital suture
sutura intermaxillaris,上顎間縫合,intermaxillary suture
sutura internasalis,鼻骨間縫合,internasal suture
sutura lacrimoconchalis,涙骨甲介縫合,lacrimoconchal suture
sutura lacrimomaxillaris,涙骨上顎縫合,lacrimomaxillary suture
sutura metopica,十字頭蓋,sutura frontalis persistens[L]
sutura nasomaxillaris,鼻骨上顎縫合,nasomaxillary suture
sutura nasofrontalis,鼻骨前頭骨縫合,nasofrontal suture〈＝sutura frontonasalis〉
sutura occipitomastoidea,後頭乳突縫合,occipitomastoid suture
sutura palatina mediana,正中口蓋縫合,median palatine suture
sutura palatina transversa,横口蓋縫合,transverse palatine suture
sutura palatoethmoidalis,口蓋篩骨縫合,palatoethmoidal suture
sutura palatomaxillaris,口蓋上顎縫合,palatomaxillary suture
sutura parietomastoidea,頭頂乳突縫合,parietomastoid suture 
sutura plana,直線縫合,plane suture
sutura sagittalis,矢状縫合,sagittal suture
sutura serrata,鋸状縫合,serrate suture
sutura sphenofrontalis,蝶前頭縫合,sphenofrontal suture
sutura sphenomaxillaris,蝶上顎縫合,sphenomaxillary suture
sutura sphenoparietalis,蝶頭頂縫合,sphenoparietal suture
sutura sphenosquamosa,蝶鱗縫合,sphenosquamosal suture
sutura sphenovomeralis,篩骨鋤骨縫合,sphenovomerine suture
sutura sphenozygomatica,蝶頬骨縫合,sphenozygomatic suture
sutura squamomastoidea,鱗乳突縫合,squamomastoid suture
sutura squamosa,鱗状縫合,squamous suture
sutura temporozygomatica,側頭頬骨縫合,temporozygomatic suture
sutura zygomaticomaxillaris,頬骨上顎縫合,zygomaticomaxillary suture
symphysis,[線維軟骨]結合,symphysis
symphysis intervertebralis,椎間結合,intervertebral joint
symphysis mandibulae,下顎結合,mandibular symphysis
symphysis manubriosternalis,胸骨柄結合,manubriosternal joint
synarthrosis,不動関節,synarthrosis
synchondrosis,軟骨結合,synchondrosis
synchondrosis intra-occipitalis anterior,前後頭内軟骨結合,anterior intra-occipital synchondrosis
synchondrosis sphenoethmoidalis,蝶篩骨軟骨結合,spheno-ethmoidal synchondrosis
synchondrosis sphenooccipitalis,蝶後頭軟骨結合,spheno-occipital synchondrosis
synchondrosis petrooccipitalis,錐体後頭軟骨結合,petro-occipital synchondrosis
synchondroses sternales,胸骨結合,sternal synchondroses[pl]
syndesmosis,靭帯結合,syndesmosis
syndesmosis tympanostapedialis,鼓室アブミ骨結合,tympanostapedial syndesmosis
synovia,滑液,synovia
systema,系,system
systema articulare,関節系,articular system
systema digestorium,消化器系,digestive system
systema genitale femininum,女性生殖器,female genital system
systema genitale masculinum,男性生殖器,male genital system
systema lymphaticum,リンパ系,lymphatic system
systema nervosum,神経系,nervous system
systema nervosum autonomicum,自律神経系,autonomic nervous system
systema nervosum centrale,中枢神経系,central nerve system [略 CNS]
systema nervosum periphericum,末梢神経系,peripheral nervous system [略 PNS]〈＝pars peripherica〉
systema respiratorium,呼吸器系,respiratory system
systema skeletale,骨格系,skeletal system
systema urogenitale,尿生殖器系,urogenital system
,,
,,
talus,距骨,ankle bone
taenia,ヒモ,taenia
taenia choroidea,脈絡ヒモ,choroid line
taenia cinerea,灰白ヒモ,grey line
taeniae coli,結腸ヒモ,taeniae coli
taenia fornicis,脳弓ヒモ,taenia fornicis
taenia libera,自由ヒモ,free taenia
taenia mesocolica,間膜ヒモ,mesocolic taenia
taenia omentalis,大網ヒモ,omental taenia
taenia thalami,視床ヒモ,taenia thalami
tarsus,足根,ankle
tectum,蓋,tectum
tectum mesencephali,中脳蓋,tectum of midbrain
tegmen,蓋,tegmen
tegmen tympani,鼓室蓋,tegmen tympani
tegmen ventriculi quarti,第四脳室蓋,roof of fourth ventricle
tegmentum mesencephali,中脳被蓋,tegmentum of midbrain
tegmentum pontis,橋被蓋,tegmentum of pons
tela,組織,tissue
tela choroidea,脈絡組織,choroid membrane
tela subcutanea,皮下組織,subcutis†
tela subcutanea abdominis,腹部の皮下組織,subcutaneous tissue of abdomen
tela subcutanea penis,陰茎皮下層,subcutaneous tissue of penis
tela subcutanea perinei,会陰皮下層,subcutaneous tissue of perineum
telencephalon,終脳,forbrain
tempora,側頭,temple
tendo,腱,tendon
tendo Achillis,アキレス腱,--
tendo calcaneus,踵骨腱,calcaneal tendon
tendo conjunctivus,結合腱,--〈＝falx inguinalis〉
tendo cricoesophageus,輪状食道腱束,crico-oesphageal tendon
tendo intermedius,中間腱,intermediate tendon
tenia,ヒモ(紐),tenia
tenia coli,結腸ヒモ,--
tenia fornicis,脳弓ヒモ,tenia fornicis
tenia thalami,視床ヒモ,tenia thalami
tensor,張筋,tensor
tentorium cerebelli,小脳テント,cerebellar tentorium
thalamencephalon,視床脳,--
thalamus,視床,thalamus
thorax,胸郭,rib cage
thymus,胸腺,thymus[E][L]【胸腺】
tonsilla,扁桃,tonsil
tonsilla cerebelli,小脳扁桃,cerebellar tonsil†
tonsilla laryngica,喉頭扁桃,laryngeal tonsil
tonsilla lingualis,舌扁桃,lingual tonsil
tonsilla palatina,口蓋扁桃,palatine tonsil
tonsilla pharyngea,咽頭扁桃,pharyngeal tonsil
tonsilla tubaria,耳管扁桃,tubal tonsil
toruli tactiles,触覚小球,tactile elevation
torus,隆起,torus
torus levatorius,挙筋隆起,torus levatorius
torus mandibularis,下顎隆起,mandibular torus
torus palatinus,口蓋隆起,palatine torus
torus tubrius,耳管隆起,torus tubrius
trabecula,小柱,trabecula
trabeculae carneae,肉柱,--
trabeculae corporum cavernosorum,陰茎海綿体小柱,trabeculae[pl] of corpora cavernosa[pl]
trabeculae corporis spongiosi,尿道海綿体小柱,trabeculae of corpus spongiosum[pl]
trabeculae splenicae,脾柱,splenic trabecula
trachea,気管,trachea
tractus,路∥索,tract
tractus bulboreticulospinalis,索外側網様体脊髄路,medullary reticulospinal tract
tractus corticospinalis lateralis,外側皮質脊髄路,lateral corticospinal tract
tractus ileopubicus,腸骨恥骨靭帯,iliopubic tract
tractus iliotibialis,腸脛靭帯,iliotibial tract
tractus olfactorius,嗅索,olfactory tract
tractus opticus,視索,optic tract
tractus pyramidales,椎体路,--
tractus reticulospinalis,毛様体脊髄路,--
tractus retinohypothalamicus,網膜視床下部,retinohypothalamic tract
tractus solitariospinalis,孤束核脊髄路,solitariospinal tract
tractus solitarius,孤束,solitary tract
tractus spinocerebellaris,脊髄小脳路,spinocerebellar tract
tractus spinothalamicus anterior,前脊髄視床路,anterior spinothalamic tract//ventral spinothalamic tract 
tractus tectobulbaris lateralis,外側視蓋延髄路,lateral tectobulbar tract
tractus tectopontinus,視蓋橋路,tectopontine tract
tractus tectospinalis,視蓋脊髄路,tectospinal tract
tractus tegmentalis centralis,中心被蓋路,central tegmental tract
tractus vestibulospinalis,前庭脊髄路,vestibulospinal tract
tractus vestibulospinalis lateralis,外側前庭脊髄路,lateral vestibulospinal tract
tragus,耳珠,tragus[E][L]【耳珠】
trigonum,三角,triangle
trigonum nodi atrioventricularis,房室結節三角,triangle of atrioventricular node
